novel,category,name,users,school
《七剑下天山》,B、,铁布衫,红衣喇嘛; 石天成; 达吐司; 傅青主; 韩荆,
《七剑下天山》,B、,童子功,凌未风,
《七剑下天山》,B、,金钟罩,无,
《七剑下天山》,C、,轻功类,,
《七剑下天山》,C、,八步赶蝉,凌未风,
《七剑下天山》,C、,盘陀功,卢大楞子,
《七剑下天山》,E、,暗器兵刃,,
《七剑下天山》,E1、,奇兵利刃,使用者,
《七剑下天山》,E1、,断玉剑,杨云骢; 易兰珠,
《七剑下天山》,E1、,游龙剑,楚昭南,
《七剑下天山》,E1、,天虹剑,冒浣莲,
《七剑下天山》,E1、,腾蛟剑,桂仲明,
《七剑下天山》,E1、,降龙杖,张华昭,
《七剑下天山》,E2、,独门暗器,使用者,
《七剑下天山》,E2、,锦云兜,刘郁芳,
《七剑下天山》,E2、,九星定行针,武琼瑶,
《七剑下天山》,E2、,白眉针,武琼瑶; 练霓裳,
《七剑下天山》,E2、,蝴蝶镖,李思永,
《七剑下天山》,E2、,天山神芒,凌未风,
《七剑下天山》,E2、,夺命神砂,冒浣莲,
《江湖三女侠》,,武功资料,,
《江湖三女侠》,A、,攻击类,,
《江湖三女侠》,A、,追风剑法,唐晓澜; 周青; 冯广潮; 凌未风; 易兰珠; 冯瑛,天山派
《江湖三女侠》,A、,（混元）无极剑法,钟万堂; 傅青主; 年羹尧; 冯琳,无极派
《江湖三女侠》,A、,六合枪,余大桩; 冯广潮; 冯英奇; 王陵,
《江湖三女侠》,A、,凳拐,允祯,少林派
《江湖三女侠》,A、,五虎断门刀,杨柳青; 马昆,
《江湖三女侠》,A、,乱披风剑法,玄风道长,
《江湖三女侠》,A、,大摔碑手,陈元霸; 天叶散人; 甘凤池,
《江湖三女侠》,A、,分筋错骨手,陈元霸; 天叶散人; 甘凤池; 了因,
《江湖三女侠》,A、,（大力）金刚（大力）手,萨天都; 允祯; 甘凤池,西藏魔教
《江湖三女侠》,A、,猫鹰爪,萨天剌,
《江湖三女侠》,A、,伏魔杖法,了因,
《江湖三女侠》,A、,荡魔杖法,了因,
《江湖三女侠》,A、,天魔杖法,了因,
《江湖三女侠》,A、,玄女剑法,吕莹; 独臂神尼,
《江湖三女侠》,A、,五行拳,邹锡九,
《江湖三女侠》,A、,鸳鸯连环腿,邹锡九; 了因,
《江湖三女侠》,A、,铁掌,杨柳青; 杨仲英; 唐晓澜,杨家
《江湖三女侠》,A、,大擒拿手法,唐晓澜; 萨天都; 甘凤池; 侯三变; 尚少亭; 额音和布; 昆甸上人,
《江湖三女侠》,A、,凌云掌,杨柳青,杨家
《江湖三女侠》,A、,空手入白刃,吕莹; 白泰官; 了因; 海云和尚,
《江湖三女侠》,A、,铁砂掌,孟武功; 王奋,
《江湖三女侠》,A、,狮子吼功,哈布陀,
《江湖三女侠》,A、,伏魔拐法,玄风道长,
《江湖三女侠》,A、,（大）须弥剑式,易兰珠; 唐晓澜; 冯瑛,天山派
《江湖三女侠》,A、,达摩剑法,桂仲明; 冯琳; 允祯; 冒广生; 桂华生,少林派
《江湖三女侠》,A、,伏虎棍法,允祯,少林派
《江湖三女侠》,A、,罗汉伏虎拳,允祯; 年羹尧; 本无大师; 了因,
《江湖三女侠》,A、,灵山掌法,天叶散人,灵山派
《江湖三女侠》,A、,铁沙掌,杨仲英,
《江湖三女侠》,A、,铁指禅,本无大师,少林派
《江湖三女侠》,A、,擒拿夺命手,钟万堂,无极派
《江湖三女侠》,A、,金刚指力,易兰珠; 了因; 额音和布,
《江湖三女侠》,A、,辟云锄法,韩重山,
《江湖三女侠》,A、,寒涛剑法,唐晓澜; 易兰珠,天山派
《江湖三女侠》,A、,太极拳,凌岳,太极派
《江湖三女侠》,A、,黑虎拳,曹元朗,
《江湖三女侠》,A、,猴拳,尚少亭,
《江湖三女侠》,A、,岳家散拳,岳钟琪,
《江湖三女侠》,A、,太祖拳,冯琳,北派
《江湖三女侠》,A、,流云（星）袖法,傅青主; 武成化,无极派
《江湖三女侠》,A、,小天星掌力,云大鹏,
《江湖三女侠》,A、,雕手,云大鹏,
《江湖三女侠》,A、,风车手,云大鹏; 霍玉堂,
《江湖三女侠》,A、,长拳,唐晓澜,
《江湖三女侠》,A、,游龙掌,唐晓澜,
《江湖三女侠》,A、,风雷剑法,车辟邪,长白山派
《江湖三女侠》,A、,八卦游身掌,董巨川,
《江湖三女侠》,A、,八卦游身刀,甘凤池,
《江湖三女侠》,A、,盘龙刀法,白泰官,
《江湖三女侠》,A、,八卦紫金刀,路民瞻,
《江湖三女侠》,A、,龙形八掌,李治,
《江湖三女侠》,A、,无极掌法,冯琳,
《江湖三女侠》,A、,连环无影脚,允祯,
《江湖三女侠》,A、,五禽掌法,桂华生,
《江湖三女侠》,A、,鹰爪功,虬髯汉子,
《江湖三女侠》,A、,飞龙掌,毒龙尊者,
《江湖三女侠》,A、,马回回锤法,哈布陀,
《江湖三女侠》,A、,迷踪掌法,甘凤池; 昆甸上人,西藏红教
《江湖三女侠》,A、,南天剑法,海云和尚; 冯琳,
《江湖三女侠》,A、,磨身掌,唐金峰,
《江湖三女侠》,B、,防御类,,
《江湖三女侠》,B、,童子功,冯琳,
《江湖三女侠》,B、,沾衣十八跌,甘凤池; 了因; 天叶散人; 哈布陀,
《江湖三女侠》,B、,金钟罩,额音和布; 昆甸上人,
《江湖三女侠》,B、,铁布衫,额音和布; 允祀,
《江湖三女侠》,C、,轻功类,,
《江湖三女侠》,C、,八步赶蝉,甘凤池,
《江湖三女侠》,C、,登萍渡水,吕莹,
《江湖三女侠》,C、,陆地飞行,吕莹,
《江湖三女侠》,C、,猫鹰扑击,萨天剌; 冯琳,
《江湖三女侠》,D、,其他类,,
《江湖三女侠》,D、,敛精内视,易兰珠; 练霓裳; 吕莹,
《江湖三女侠》,D、,千斤坠,甘凤池; 唐晓澜,
《江湖三女侠》,E、,兵刃暗器护甲,,
《江湖三女侠》,E1、,奇兵利刃,使用者,
《江湖三女侠》,E1、,游龙剑,楚昭南; 唐晓澜,
《江湖三女侠》,E1、,断玉剑,易兰珠; 冯瑛,
《江湖三女侠》,E1、,霜华剑,吕莹,
《江湖三女侠》,E1、,降龙杖,易兰珠; 张华昭,
《江湖三女侠》,E1、,荡魔杖,了因,
《江湖三女侠》,E2、,独门暗器,使用者,
《江湖三女侠》,E2、,夺命神刀,钟万堂; 冯琳; 年羹尧,
《江湖三女侠》,E2、,夺命神砂,冒浣莲,
《江湖三女侠》,E2、,天山神芒,凌未风,
《江湖三女侠》,E2、,飞芒,周青; 冯广潮; 唐晓澜; 冯瑛,
《江湖三女侠》,E2、,血滴子,红衣喇嘛; 哈布陀; 雷海音; 血滴子,
《江湖三女侠》,E2、,钢环,柳先开,
《江湖三女侠》,E2、,回环钩,韩重山,
《江湖三女侠》,E2、,寒光飞钹,韩重山,
《江湖三女侠》,E2、,七煞白眉针,王敖; 唐金峰,
《江湖三女侠》,E3、,护甲,使用者,
《江湖三女侠》,E3、,金丝软甲,冯瑛,
《幻剑灵旗》,,武功资料,,
《幻剑灵旗》,A、,攻击类,,
《幻剑灵旗》,A、,分筋错骨手法,宇文浩; 武鹰扬,
《幻剑灵旗》,A、,乱披风剑法,齐漱玉,
《幻剑灵旗》,A、,混元无极剑,天权真人,
《幻剑灵旗》,A、,蹑云剑法,穆志遥,穆家
《幻剑灵旗》,A、,大金刚手,翦千崖; 翦一山; 慕容垂,
《幻剑灵旗》,A、,绵掌,翦千崖; 翦一山; 慕容垂,
《幻剑灵旗》,A、,龙爪手,卫天元; 齐燕然; 天玑道人,
《幻剑灵旗》,A、,寒冰掌,慕容垂; 宇文雷; 司空照,
《幻剑灵旗》,A、,火焰刀,慕容垂; 宇文雷; 司空照,
《幻剑灵旗》,A、,幻剑,上官飞凤; 上官云龙,
《幻剑灵旗》,A、,通臂拳,司马都,
《幻剑灵旗》,A、,小擒拿手法,徐中岳; 武鹰扬,
《幻剑灵旗》,A、,弹指神通,丁勃; 上官云龙,
《幻剑灵旗》,A、,疯魔杖,印新磨,
《幻剑灵旗》,A、,地堂刀,卢志高,
《幻剑灵旗》,A、,擒龙手,卫天元,
《幻剑灵旗》,A、,大力鹰爪功,武鹰扬,
《幻剑灵旗》,A、,狮子吼功,齐勒铭,
《幻剑灵旗》,A、,大摔碑手,申洪; 卫天元,
《幻剑灵旗》,A、,双笔点四脉,南宫旭,山西连家
《幻剑灵旗》,A、,惊神笔法,楚天舒,
《幻剑灵旗》,A、,连环夺命剑法,玉虚子,武当派
《幻剑灵旗》,B、,轻功类,,
《幻剑灵旗》,B、,醉八仙步法,齐漱玉,
《幻剑灵旗》,B、,踏雪无痕,上官云龙; 上官飞凤,
《幻剑灵旗》,C、,其他类,,
《幻剑灵旗》,C、,天魔解体大法,齐燕然; 上官云龙; 穆志遥,
《幻剑灵旗》,C、,大周天吐纳法,卫天元; 上官云龙,
《幻剑灵旗》,C、,五行剑阵,玉真子; 玉玄子; 玉洞子; 玉虚子; 冲灵,
《幻剑灵旗》,D、,兵刃暗器,,
《幻剑灵旗》,D1、,奇兵利刃,使用者,
《幻剑灵旗》,D1、,寒玉剑,上官云龙,
《幻剑灵旗》,D1、,钝剑,齐燕然,
《幻剑灵旗》,D2、,独门暗器,使用者,
《幻剑灵旗》,D2、,毒雾金针子母弹,穆好好; 宇文浩,
《幻剑灵旗》,D2、,毒雾金针烈焰弹,穆欣欣,
《幻剑灵旗》,D2、,夺命神砂,穆欣欣,
《瀚海雄风》,,武功资料,,
《瀚海雄风》,A、,攻击类,,
《瀚海雄风》,A、,达摩剑法,李思南,少林派
《瀚海雄风》,A、,达摩掌法,李思南,
《瀚海雄风》,A、,游身八卦掌,李思南,
《瀚海雄风》,A、,拂云手,呼黎奢,
《瀚海雄风》,A、,金弓十八打,木华黎; 哲别,
《瀚海雄风》,A、,扫叶刀法,杨滔,峨嵋派
《瀚海雄风》,A、,扫（落）叶剑法,杨滔,峨嵋派
《瀚海雄风》,A、,般若掌法,李思南,少林派
《瀚海雄风》,A、,连环夺命剑法,李思南; 柳洞天; 张元吉; 乔元壮; 季元伦; 梁元献,武当派
《瀚海雄风》,A、,空手入白刃,杨滔; 杨婉; 阳坚白; 淳于周; 张寨主; 谷涵虚; 速不台,峨嵋派
《瀚海雄风》,A、,大力金刚掌,谷平阳; 崔镇山,少林派
《瀚海雄风》,A、,追魂夺命剑法,屠龙,
《瀚海雄风》,A、,（大力）鹰爪功,韩超; 白万雄; 武士,
《瀚海雄风》,A、,铁砂掌,阳坚白; 罗俊,
《瀚海雄风》,A、,劈山刀,胡劲节,
《瀚海雄风》,A、,蹑云剑,孟明霞,
《瀚海雄风》,A、,乱环剑诀,孟明霞,
《瀚海雄风》,A、,五行拳,周镇海,
《瀚海雄风》,A、,鸳鸯连环腿,宋铁轮,
《瀚海雄风》,A、,大摔碑手,董开山; 熊庄主; 谷涵虚; 韩大维,
《瀚海雄风》,A、,绵掌,柳洞天; 窦安平; 屠百城; 乔元壮; 严声涛; 阳坚白; 姓周的; 白万雄,
《瀚海雄风》,A、,醉八仙剑法,柳洞天,
《瀚海雄风》,A、,天雷功（掌）,褚云峰; 阳坚白; 谷涵虚; 阳天雷; 华天虹; 耿天风,
《瀚海雄风》,A、,小擒拿手法,屠龙; 阳坚白; 杨婉,
《瀚海雄风》,A、,大擒拿手法,乔元壮; 白万雄; 孟少刚; 褚云峰,
《瀚海雄风》,A、,游身八卦刀法,白千胜,
《瀚海雄风》,A、,泼风刀法,黑石道人,
《瀚海雄风》,A、,龙爪手,窦安平; 孟少刚,
《瀚海雄风》,A、,弹指神通,孟少刚,少林派
《瀚海雄风》,A、,伏虎拳,李思南,
《瀚海雄风》,A、,罗汉拳,李思南,
《瀚海雄风》,A、,分筋错骨手法,白万雄,
《瀚海雄风》,A、,龙象功,龙象法王; 呼黎奢; 阿卜卢; 龙象法王的四个弟子,
《瀚海雄风》,A、,惊神剑法,韩佩瑛,
《瀚海雄风》,A、,杨令公金刀刀法,杨婉,
《瀚海雄风》,A、,五虎断门刀,刘琼姑,
《瀚海雄风》,A、,打狗棒法,陆昆仑,
《瀚海雄风》,B、,防御类,,
《瀚海雄风》,B、,沾衣十八跌,阳坚白; 谷涵虚,
《瀚海雄风》,B、,铁布衫,勿奢,
《瀚海雄风》,C、,轻功类,,
《瀚海雄风》,C、,八步赶蝉,李思南; 褚云峰,
《瀚海雄风》,C、,移步换形,李思南; 孟明霞; 淳于周,
《瀚海雄风》,C、,踏雪无痕,姓鲁的,
《瀚海雄风》,C、,穿花绕树,杨婉,
《瀚海雄风》,C、,醉八仙步法,李思南,
《瀚海雄风》,D、,其他类,,
《瀚海雄风》,D、,千斤坠,宋铁轮; 孟少刚; 贺九公,
《瀚海雄风》,E、,独门暗器,使用者,
《瀚海雄风》,E、,毒龙镖,屠百城; 龙刚; 屠峰; 屠龙; 石璞,
《冰川天女传》,,武功资料,,
《冰川天女传》,A、,攻击类,,
《冰川天女传》,A、,青城剑法,陈天宇,青城派
《冰川天女传》,A、,达摩剑法,桂仲明; 桂冰娥; 辛龙子; 闲云道人; 陈天宇; 雷震子,
《冰川天女传》,A、,披风拐法,甘凤池; 吕青,
《冰川天女传》,A、,连环夺命鸳鸯脚,麦永明,形意门
《冰川天女传》,A、,流星赶月追风剑,麦永明,形意门
《冰川天女传》,A、,灵山掌,红衣喇嘛,
《冰川天女传》,A、,连环夺命剑法,雷震子; 游一鄂,武当派
《冰川天女传》,A、,七阴掌,刺客,
《冰川天女传》,A、,伏魔杖法,独臂神尼; 了因; 吕青,
《冰川天女传》,A、,瑜伽气功（术）,红衣番僧; 苦行僧; 德鲁奇,
《冰川天女传》,A、,柔功,红衣番僧; 桑青娘; 黄石道人,西藏密宗
《冰川天女传》,A、,小擒拿手法,赵灵君; 唐经天,崆峒派
《冰川天女传》,A、,冰川剑法,幽萍; 陈天宇; 桂冰娥; 桂华生; 华玉; 冰宫侍女,
《冰川天女传》,A、,迷踪拳,赵灵君,崆峒派
《冰川天女传》,A、,达摩掌法,幽萍,
《冰川天女传》,A、,大力金刚手法,武氏兄弟; 唐经天,
《冰川天女传》,A、,无极剑法,武氏兄弟,
《冰川天女传》,A、,招魂十八招剑法,龙灵矫,
《冰川天女传》,A、,天竺杖法,苦行僧; 及其五个弟子,
《冰川天女传》,A、,流云飞袖,龙灵矫,
《冰川天女传》,A、,血神掌,血（赤）神子,
《冰川天女传》,A、,大须弥剑式,唐经天; 钟展,天山派
《冰川天女传》,A、,追风剑式,唐经天,天山派
《冰川天女传》,A、,乱披风剑法,武氏兄弟,终南派
《冰川天女传》,A、,飞绳解腕,冯琳; 喀儿巴,西藏红教
《冰川天女传》,A、,铁指禅功,唐经天,
《冰川天女传》,A、,鸳鸯连环腿法,唐经天,
《冰川天女传》,A、,五行拳,邹锡九,
《冰川天女传》,A、,唐家掌法,唐端,唐家
《冰川天女传》,A、,吹云劲,唐经天,天山派
《冰川天女传》,A、,九宫八卦（连环）掌,雷震子,武当派
《冰川天女传》,A、,离火坎水掌法,郝中浩,
《冰川天女传》,A、,金刚指,桂冰娥; 冯琳,
《冰川天女传》,A、,神魔抓法,洞冥子,
《冰川天女传》,A、,大擒拿手,唐经天,
《冰川天女传》,A、,金刚捉妖手法,两个护法喇嘛,
《冰川天女传》,A、,弹指神通,白教法王,
《冰川天女传》,A、,五丁开山掌法,唐经天,
《冰川天女传》,A、,天魔杖法,苦行僧,
《冰川天女传》,A、,百步神拳,白教法王,
《冰川天女传》,A、,金弓十八打,唐赛花,
《冰川天女传》,A、,阴阳五行掌力,佟古拉; 阿罗斯; 提摩达多; 及其四个弟子,
《冰川天女传》,A、,追风掌式,唐经天,天山派
《冰川天女传》,A、,大须弥掌式,唐经天,天山派
《冰川天女传》,A、,一指禅,冯瑛,
《冰川天女传》,A、,大力鹰爪功,唐晓澜,
《冰川天女传》,B、,防御类,,
《冰川天女传》,B、,金钟罩,三个白教喇嘛; 谷石君,
《冰川天女传》,B、,铁布衫,云灵子,
《冰川天女传》,B、,沾衣十八跌,桂冰娥; 唐经天,
《冰川天女传》,C、,轻功类,,
《冰川天女传》,C、,登萍渡水,云灵子; 桑青娘; 桂冰娥,
《冰川天女传》,C、,陆地飞腾,无,
《冰川天女传》,C、,猫鹰扑击,李沁梅; 冯琳; 萨天都; 萨天剌,
《冰川天女传》,C、,穿花绕树,江南,
《冰川天女传》,D、,其他类,,
《冰川天女传》,D、,千斤坠,陈天宇; 金世遗; 唐经天,
《冰川天女传》,D、,摘叶飞花,冯琳; 唐经天,
《冰川天女传》,D、,壁虎游墙功,唐经天; 唐晓澜,
《冰川天女传》,D、,潜精内现,易兰珠; 吕莹,
《冰川天女传》,D、,潜心魔而归真,冯琳,西藏红教
《冰川天女传》,D、,子午流闭血法,史密夫,
《冰川天女传》,D、,颠倒穴道,黄石道人; 江南,
《冰川天女传》,D、,九天玄女阵,冰宫侍女,
《冰川天女传》,D、,大天罗杖阵,苦行僧; 及其五个弟子,
《冰川天女传》,D、,四象剑阵,玄武; 玄涵; 两个武当道士,武当派
《冰川天女传》,D、,九宫八卦阵,叶天任; 灵山派八个弟子,
《冰川天女传》,E、,兵刃暗器护甲,,
《冰川天女传》,E1、,奇兵利刃,使用者,
《冰川天女传》,E1、,游龙剑,唐经天,
《冰川天女传》,E1、,冰魄寒光剑,桂冰娥; 幽萍; 冰宫侍女,
《冰川天女传》,E2、,独门暗器,使用者,
《冰川天女传》,E2、,冰魄神弹,桂冰娥; 幽萍; 冰宫侍女; 芝娜,
《冰川天女传》,E2、,天山神芒,唐经天,
《冰川天女传》,E2、,毒龙针（钉）,金世遗,
《冰川天女传》,E2、,七煞夺命神针,金世遗,
《冰川天女传》,E3、,护甲,使用者,
《冰川天女传》,E3、,金丝软甲,唐经天,
《云海玉弓缘》,,武功资料,,
《云海玉弓缘》,A、,攻击类,,
《云海玉弓缘》,A、,冰川剑法,陈天宇; 幽萍; 江南; 桂华生; 华玉; 桂冰娥,
《云海玉弓缘》,A、,大擒拿手法,唐经天; 江南; 金世遗; 灭法和尚; 南宫乙; 司空化; 两个邙山弟子,
《云海玉弓缘》,A、,五行拳,邹锡九,
《云海玉弓缘》,A、,金弓十八招,杨仲英; 邹绛霞,
《云海玉弓缘》,A、,盘龙拐法,许大猷,
《云海玉弓缘》,A、,铁砂掌,郭从龙; 方君雄,
《云海玉弓缘》,A、,青城剑法,萧青峰; 江南,青城派
《云海玉弓缘》,A、,醉八仙,萧青峰; 江南,
《云海玉弓缘》,A、,凌空点穴,达摩,
《云海玉弓缘》,A、,雷电棒法,金日磾,
《云海玉弓缘》,A、,玄女剑法,谷之华; 吕莹,
《云海玉弓缘》,A、,大手印,昆仑散人,
《云海玉弓缘》,A、,（大力）金刚掌（手）,金世遗; 大悲禅师; 孟神通; 呼延旭; 屠刚,少林派
《云海玉弓缘》,A、,大摔碑手,寇方皋,
《云海玉弓缘》,A、,铁袖功,桑木姥; 灭法和尚; 冯琳,
《云海玉弓缘》,A、,柔功,桑木姥; 桑青娘,西藏密宗
《云海玉弓缘》,A、,老鼠功,无,
《云海玉弓缘》,A、,追风剑式,钟展; 李沁梅; 唐经天,天山派
《云海玉弓缘》,A、,大须弥剑式,钟展; 李沁梅; 唐经天; 桂冰娥; 冯瑛; 唐晓澜,天山派
《云海玉弓缘》,A、,修罗阴煞功,厉胜男; 孟神通; 厉盼归; 项鸿; 吴蒙; 郝浩; 阳赤符,
《云海玉弓缘》,A、,伏魔杖法,翼仲牟; 独臂神尼; 了因; 灭法和尚; 吕青,
《云海玉弓缘》,A、,神拐十八打,金世遗; 毒龙尊者,
《云海玉弓缘》,A、,连环夺命剑法,谢云真; 雷震子,武当派
《云海玉弓缘》,A、,铁指禅功,金世遗; 唐经天,
《云海玉弓缘》,A、,铁琵琶掌,曹锦儿,
《云海玉弓缘》,A、,罗汉（五行神）拳,丘元甲; 大悲禅师; 阿罗尊者; 黄衣人; 怀真,少林派
《云海玉弓缘》,A、,小擒拿手法,厉胜男; 谷之华,
《云海玉弓缘》,A、,玄女掌法,谷之华,
《云海玉弓缘》,A、,小天星掌力,厉胜男; 谷之华; 孟神通; 寇方皋,
《云海玉弓缘》,A、,弹指神通,灭法和尚; 金世遗,
《云海玉弓缘》,A、,空手入白刃,灭法和尚; 金日磾; 冯瑛,
《云海玉弓缘》,A、,乱披风刀法,秦岱,
《云海玉弓缘》,A、,大力鹰爪功,白良骥,
《云海玉弓缘》,A、,鬼爪,桑木姥,
《云海玉弓缘》,A、,金刚指力,乔北溟; 寇方皋,
《云海玉弓缘》,A、,催精迷神手法,孟神通,
《云海玉弓缘》,A、,天罡掌,韩荫樵; 辛隐农,青城派
《云海玉弓缘》,A、,天遁剑,韩荫樵; 辛隐农,青城派
《云海玉弓缘》,A、,狮子吼功,阿罗尊者; 金世遗; 怀真,
《云海玉弓缘》,A、,瑜伽功夫,阿罗尊者,
《云海玉弓缘》,A、,太清气（玄）功,金光大师; 凌霄子,
《云海玉弓缘》,A、,闯少林拳,无住禅师; 大悲禅师,少林派
《云海玉弓缘》,A、,降龙刀法,阿罗尊者,
《云海玉弓缘》,A、,降龙伏象功,阿罗尊者,
《云海玉弓缘》,A、,坎离剑法,坎离岛主; 屠昭明,
《云海玉弓缘》,A、,流云飞袖,阳赤符; 冯瑛; 金世遗,
《云海玉弓缘》,A、,阴阳（白骨）抓,阳赤符; 孟神通; 姬晓风,
《云海玉弓缘》,A、,金刚般若神功,孟神通,
《云海玉弓缘》,A、,逍遥指,孟神通,
《云海玉弓缘》,A、,一指禅功,痛禅上人,少林派
《云海玉弓缘》,A、,分筋错骨手,齐天乐; 随从甲,
《云海玉弓缘》,A、,游身八卦掌,孟神通,
《云海玉弓缘》,A、,拂云手,金光大师; 厉胜男; 金世遗; 寇方皋,
《云海玉弓缘》,A、,玄阴指,厉胜男; 姬晓风; 孟神通,
《云海玉弓缘》,A、,蹑云剑法,辛隐农,
《云海玉弓缘》,A、,毒血掌,释道安,
《云海玉弓缘》,A、,红砂手,姓韩的,
《云海玉弓缘》,A、,游龙刀法,云中现,游龙刀
《云海玉弓缘》,A、,黑虎拳,万应常; 厉胜男; 金世遗,黑虎拳
《云海玉弓缘》,A、,先天太乙神功,司空化,全真派
《云海玉弓缘》,A、,阴手阳掌,南宫乙,
《云海玉弓缘》,A、,绵掌,柳三春; 唐晓澜,
《云海玉弓缘》,A、,大藏掌血印手,无非大师; 金世遗,黄教
《云海玉弓缘》,A、,四笔点八脉,连城玉; 连城宝; 金世遗,连家
《云海玉弓缘》,A、,降龙手,翼仲牟,丐帮
《云海玉弓缘》,A、,鸳鸯连环腿,随从乙,
《云海玉弓缘》,A、,降龙伏虎掌,符离渐,
《云海玉弓缘》,A、,太行五玄阴气功,符离渐,
《云海玉弓缘》,A、,峨嵋刀法,韩夫人,峨嵋派
《云海玉弓缘》,A、,反天山剑法,冯琳; 练霓裳,
《云海玉弓缘》,A、,摧心掌,姬晓风,
《云海玉弓缘》,A、,厉声夺魄,孟神通,
《云海玉弓缘》,A、,定珠降魔,痛禅上人,
《云海玉弓缘》,A、,金环掌,乌天朗,崆峒派
《云海玉弓缘》,A、,探骊指法,金世遗; 毒龙尊者,
《云海玉弓缘》,B、,防御类,,
《云海玉弓缘》,B、,少阳神功,谷之华; 吕莹; 翼仲牟; 曹锦儿; 白英杰,
《云海玉弓缘》,B、,童子功,陈天宇; 厉盼归,
《云海玉弓缘》,B、,金钟罩,云灵子; 金世遗; 南宫旭,
《云海玉弓缘》,B、,铁布衫,云灵子,
《云海玉弓缘》,B、,沾衣十八跌,翼仲牟; 灭法和尚; 孟神通; 金世遗; 甘凤池,邙山派
《云海玉弓缘》,B、,金刚不坏身法,痛禅上人; 大悲禅师; 怀真,少林派
《云海玉弓缘》,B、,须弥芥子功,赞密法师,
《云海玉弓缘》,B、,混元气功,齐天乐,
《云海玉弓缘》,C、,轻功类,,
《云海玉弓缘》,C、,陆地飞腾,金世遗,
《云海玉弓缘》,C、,猫鹰扑击,冯琳,
《云海玉弓缘》,C、,移步（形）换形（步）,冯琳; 阳赤符,
《云海玉弓缘》,C、,天罗步法,韩隐樵; 阳赤符; 孟神通; 辛隐农; 厉胜男; 姬晓风,青城派
《云海玉弓缘》,C、,八步赶蝉,唐经天; 冯琳,
《云海玉弓缘》,C、,穿花绕树,无,
《云海玉弓缘》,C、,龟藏豹隐身法,乌天朗,
《云海玉弓缘》,C、,踏雪无痕,金世遗,
《云海玉弓缘》,C、,燕子三抄水,金世遗,
《云海玉弓缘》,C、,登云纵,孟神通,
《云海玉弓缘》,D、,其他类,,
《云海玉弓缘》,D、,颠倒穴道,江南; 黄石道人; 厉胜男,
《云海玉弓缘》,D、,千斤坠,灭法和尚; 金世遗; 唐经天; 阿罗尊者; 连城玉,
《云海玉弓缘》,D、,壁虎游墙功,金世遗; 厉胜男; 厉盼归,
《云海玉弓缘》,D、,缩骨功,金世遗; 厉盼归,
《云海玉弓缘》,D、,大周天吐纳练气法,厉盼归,
《云海玉弓缘》,D、,天魔解体大法,厉胜男; 孟神通; 厉盼归之母,
《云海玉弓缘》,D、,天遁传音,孟神通; 金世遗; 厉胜男,
《云海玉弓缘》,D、,摘叶飞花,冯琳,
《云海玉弓缘》,D、,九宫八卦阵,松石道人; 凌一瓢; 郭嘉谟; 六名武当弟子,武当派
《云海玉弓缘》,D、,归藏解穴神功,冯琳,红教
《云海玉弓缘》,E、,兵刃暗器护甲,,
《云海玉弓缘》,E1、,奇兵利刃,使用者,
《云海玉弓缘》,E1、,冰魄寒光剑,桂冰娥,
《云海玉弓缘》,E1、,游龙剑,唐晓澜; 唐经天; 凌未风,
《云海玉弓缘》,E1、,裁云剑,厉胜男,
《云海玉弓缘》,E1、,寒光（玉、冰）剑,幽萍; 冰宫侍女,
《云海玉弓缘》,E1、,霜华剑,吕莹; 谷之华,
《云海玉弓缘》,E1、,玄铁拐剑,金世遗,
《云海玉弓缘》,E1、,玄铁刀,阿罗尊者,
《云海玉弓缘》,E1、,怪棒,金日磾,
《云海玉弓缘》,E1、,坎离剑,屠昭明,
《云海玉弓缘》,E1、,乌金玄丝拂尘,凌霄子,
《云海玉弓缘》,E1、,天蚕丝手套,乌天朗,
《云海玉弓缘》,E2、,独门暗器,使用者,
《云海玉弓缘》,E2、,冰魄神弹,桂冰娥; 幽萍; 江南,
《云海玉弓缘》,E2、,天山神芒,唐晓澜; 唐经天; 钟展; 凌未风,
《云海玉弓缘》,E2、,冷焰镖,孟神通,
《云海玉弓缘》,E2、,毒龙针,金世遗,
《云海玉弓缘》,E2、,毒雾金针火（烈）焰弹,厉胜男,
《云海玉弓缘》,E2、,五毒散,西门牧野; 厉胜男,
《云海玉弓缘》,E2、,玉弓玉箭,厉胜男,
《云海玉弓缘》,E3、,护甲,使用者,
《云海玉弓缘》,E3、,寒玉软甲,厉胜男,
《塞外奇侠传》,,武功资料,,
《塞外奇侠传》,A、,攻击类,,
《塞外奇侠传》,A、,铁指禅,杨云骢,
《塞外奇侠传》,A、,回旋连环剑法,杨云骢,天山派
《塞外奇侠传》,A、,大擒拿手,杨云骢,
《塞外奇侠传》,A、,大摔碑手,杨云骢,
《塞外奇侠传》,A、,寒涛剑法,杨云骢,天山派
《塞外奇侠传》,A、,空手入白刃,杨云骢,
《塞外奇侠传》,A、,风雷（刀）剑法,齐真君; 邱东洛,长白山派
《塞外奇侠传》,A、,天龙掌法,天龙禅师; 巴拉,天龙派
《塞外奇侠传》,A、,天龙剑法,天龙禅师,天龙派
《塞外奇侠传》,A、,伏虎拳,焦化,北派
《塞外奇侠传》,B、,防御类,,
《塞外奇侠传》,B、,铁布衫,杨云骢,
《塞外奇侠传》,B、,沾衣十八跌,杨云骢,
