novel,name,description,importance
《狂侠天骄魔女》,华紫桐,武学名家，柳元宗之友。,other
《狂侠天骄魔女》,完颜雍,金世宗，完颜亮之弟。,other
《狂侠天骄魔女》,王大信,常州团练使。,other
《狂侠天骄魔女》,尚昆阳,“天下第一掌”，前任丐帮帮主。,other
《狂侠天骄魔女》,三和逸士,武林奇人，桑见田之师，赫连清云、檀羽冲的师祖。,other
《狂侠天骄魔女》,赵固,丐帮八袋弟子。,other
《狂侠天骄魔女》,刘侃,淮北义军首领。,other
《狂侠天骄魔女》,檀道济,金国初期的兵马大元帅，济亲王，金国檀家的先祖。,other
《狂侠天骄魔女》,沙痰子,采花大盗。,other
《狂侠天骄魔女》,无碍禅师,少林寺方丈。,other
《狂侠天骄魔女》,乌天柱,前任崆峒掌门。,other
《狂侠天骄魔女》,柳永,南宋词人。,other
《狂侠天骄魔女》,孙灵飞,“花蝴蝶”，采花贼。,other
《狂侠天骄魔女》,沙凌丘,八卦掌掌门人。,other
《狂侠天骄魔女》,尉迟翠英,沙凌丘之妻。,other
《狂侠天骄魔女》,本虚,少林寺达摩院长老。,other
《狂侠天骄魔女》,本无,少林寺主持。,other
《狂侠天骄魔女》,弥难,少林寺监寺。,other
《狂侠天骄魔女》,百丈禅师,前两代的少林寺掌门 。,other
《狂侠天骄魔女》,达摩,少林寺开山祖师，南北朝来华的天竺高僧。,other
《狂侠天骄魔女》,孟源,管涔义军首领。,other
《狂侠天骄魔女》,项慕白,大同名士。,other
《狂侠天骄魔女》,周方泉,南宋词人。,other
《狂侠天骄魔女》,仲太符,隐居西山的名士，耿仲之友。,other
《狂侠天骄魔女》,呼图博,蒙古武林高手，尊胜法王之友。,other
《狂侠天骄魔女》,高令公,西夏大将。,other
《狂侠天骄魔女》,哲别,蒙古神箭手，金帐武士的首领。,other
《狂侠天骄魔女》,李安全,西夏国君。,other
《狂侠天骄魔女》,拔都,窝阔台之侄。,other
《瀚海雄风》,李思南,新任绿林义军盟主，李希浩之子。,main
《瀚海雄风》,杨婉,李思南的未婚妻，杨滔之妹。,main
《瀚海雄风》,明慧公主,蒙古名阿勒海别姬，铁木真的三女儿，了缘师太的记名弟子。,main
《瀚海雄风》,褚云峰,华天虹之徒。,main
《瀚海雄风》,孟明霞,孟少刚之女。,main
《瀚海雄风》,谷涵虚,耿天风、玉峰道人之徒。,main
《瀚海雄风》,严浣,严声涛之女，孟明霞的表姐，无相神尼之徒，谷涵虚的情侣。,main
《瀚海雄风》,石璞,琅玡山副寨主，屠百城的三徒弟。,main
《瀚海雄风》,屠凤,琅玡山新寨主，屠百城之女，石璞的情侣。,main
《瀚海雄风》,李希浩,韩世忠部将的后人。,other
《瀚海雄风》,谷平阳,“武林双秀”之一，少林派侠客，武学名家。,other
《瀚海雄风》,孟少刚,“神剑”，江南大侠，当今第一剑术高手。,other
《瀚海雄风》,宋铁轮,山东大盗，屠百城的手下，琅玡山副寨主。,other
《瀚海雄风》,柳三娘,山东大盗，屠百城的手下，宋铁轮之妻。,other
《瀚海雄风》,窝阔台,元太宗，铁木真的三子。,other
《瀚海雄风》,术赤,铁木真的长子。,other
《瀚海雄风》,察合台,铁木真的次子。,other
《瀚海雄风》,忽必来,蒙古将领。,other
《瀚海雄风》,者勒蔑,蒙古将领。,other
《瀚海雄风》,速别额台,蒙古将领。,other
《瀚海雄风》,杨滔,杨家将的后人，裴叔度之徒。,other
《瀚海雄风》,阿盖,“草原之鹰”，蒙古有名的猎人、勇士。,other
《瀚海雄风》,卡洛丝,草原著名女歌手，阿盖的未婚妻。,other
《瀚海雄风》,龙刚,屠百城的二徒弟。,other
《瀚海雄风》,柳元宗,名医。,other
《瀚海雄风》,赵赶驴,屠凤手下的头目。,other
《瀚海雄风》,董开山,饮马川寨主。,other
《瀚海雄风》,邓飞,跳虎涧寨主。,other
《瀚海雄风》,胡魁,野猪林寨主。,other
《瀚海雄风》,李旭,瓦岗寨寨主。,other
《瀚海雄风》,胡劲节,淳于周的副寨主。,other
《瀚海雄风》,柳洞天,黑石岗寨主，剑术名家。,other
《瀚海雄风》,崔镇山,辽东独脚大盗，少林派弟子，柳洞天之友。,other
《瀚海雄风》,周镇海,崔镇海的师弟。,other
《瀚海雄风》,卜图南,“多臂猿”。,other
《瀚海雄风》,春兰,屠凤的贴身侍女。,other
《瀚海雄风》,华天虹,阳天雷的二师弟。,other
《瀚海雄风》,耿天风,阳天雷的四师弟。,other
《瀚海雄风》,严声涛,川西大侠。,other
《瀚海雄风》,张元吉,玉虚道人的三徒弟，严浣的未婚夫。,other
《瀚海雄风》,乔元壮,玉虚道人的大徒弟。,other
《瀚海雄风》,季元伦,玉虚道人的二徒弟。,other
《瀚海雄风》,梁元献,玉虚道人的四徒弟。,other
《瀚海雄风》,玉虚道人,武当派掌门。,other
《瀚海雄风》,黑石道人,独脚大盗，窦安平的结义兄长。,other
《瀚海雄风》,粘不罕,蒙古“金帐武士”之一。,other
《瀚海雄风》,速不台,蒙古“金帐武士”之一。,other
《瀚海雄风》,江心石,飞龙山三寨主，窦安平死后成为大寨主。,other
《瀚海雄风》,了缘师太,曾是有名的女侠，屠百城夫妻的好友。,other
《瀚海雄风》,史用威,“赛孟尝”，武林前辈。,other
《瀚海雄风》,章维,,other
《瀚海雄风》,钱宝,,other
《瀚海雄风》,张逖,史用威的大弟子。,other
《瀚海雄风》,刘大为,义军头目，史用威之徒。,other
《瀚海雄风》,刘瀚章,“金刀”，抗金老英雄，刘大为、刘琼姑之父，华天虹之友。,other
《瀚海雄风》,刘琼姑,刘大为之妹。,other
《瀚海雄风》,陆昆仑,丐帮帮主。,other
《瀚海雄风》,刘赶驴,丐帮大都分舵舵主，陆昆仑的师侄。,other
《瀚海雄风》,韩大维,隐居的武林前辈。,other
《瀚海雄风》,韩佩瑛,韩大维之女。,other
《瀚海雄风》,岑亚玉,“白玉儿”、“小玉儿”，黑三之女。,other
《瀚海雄风》,韩超,抗金志士，金国国师府的侍卫。,other
《瀚海雄风》,黑三,金国国师府花匠。,other
《瀚海雄风》,三，反派人物,,other
《瀚海雄风》,铁木真,成吉思汗。,other
《瀚海雄风》,赤老温,铁木真手下“十二金刚”排名第八。,other
《瀚海雄风》,龙象法王,蒙古国师，蒙古第一高手。,other
《瀚海雄风》,呼黎奢,龙象法王的大弟子。,other
《瀚海雄风》,木华黎,铁木真手下“十二金刚”排名第三，“神翼营”统领，神箭手。,other
《瀚海雄风》,拖雷,铁木真的四子，铁木真死后成为蒙古监国。,other
《瀚海雄风》,镇国,汪古部王子，蒙古兵力最强的一路元帅，明慧公主的未婚妻。,other
《瀚海雄风》,哲别,蒙古神箭手，“金帐武士”之一。,other
《瀚海雄风》,余一中,镇国的副元帅。,other
《瀚海雄风》,哈图上人,,other
《瀚海雄风》,阳天雷,金国国师。,other
《瀚海雄风》,荣彩,阳天雷之徒。,other
《瀚海雄风》,屠龙,屠百城之子，屠凤之兄。,other
《瀚海雄风》,淳于膑,淳于周之子。,other
《瀚海雄风》,淳于周,黑道上仅次于屠百城的著名的人物。,other
《瀚海雄风》,阳坚白,阳天雷之侄。,other
《瀚海雄风》,史公望,史弥远之侄。,other
《瀚海雄风》,吴恒,北芒山寨主，绿林老前辈。,other
《瀚海雄风》,窦安平,飞龙山大寨主。,other
《瀚海雄风》,贺九公,,other
《瀚海雄风》,勿奢,蒙古“金帐武士”之一。,other
《瀚海雄风》,段点苍,“插翅虎”，“滇南七虎”之首，滇南剧盗。,other
《瀚海雄风》,褚青山,“飞豹子”，段点苍的师弟。,other
《瀚海雄风》,白万雄,绿林大豪，白家庄庄主，淳于周的结拜兄弟。,other
《瀚海雄风》,白千胜,白万雄之子。,other
《瀚海雄风》,窦旺,窦安平之侄。,other
《瀚海雄风》,罗俊,飞龙山副寨主。,other
《瀚海雄风》,鹿南璋,冀北名武师。,other
《瀚海雄风》,邓七,金驼寨的寨主,other
《瀚海雄风》,刘万,飞龙山大头目。,other
《瀚海雄风》,丁兆,飞龙山大头目。,other
《瀚海雄风》,卢香亭,伪装成侠义道的金国奸细，史用威的结拜兄弟。,other
《瀚海雄风》,丁进,金国卧底奸细，丁绍之侄，史用威之徒。,other
《瀚海雄风》,阿卜卢,蒙古第一摔角好手，“金帐武士”之一，龙象法王之徒。,other
《瀚海雄风》,焦霸,金国国师府的侍卫。,other
《瀚海雄风》,四、提到人物,,other
《瀚海雄风》,韩世忠,北宋名将。,other
《瀚海雄风》,屠百城,“冀北人魔”，前任绿林盟主，琅玡山寨主。,other
《瀚海雄风》,俺巴该汗,铁木真的伯祖。,other
《瀚海雄风》,岳飞,,other
《瀚海雄风》,秦桧,,other
《瀚海雄风》,裴叔度,“武林双秀”之一，峨嵋派掌门大弟子。,other
《瀚海雄风》,杨继业,北宋杨家将。,other
《瀚海雄风》,杨延昭,北宋杨家将。,other
《瀚海雄风》,杨文广,北宋杨家将。,other
《瀚海雄风》,魏良臣,宋国宰相，秦桧的党羽。,other
《瀚海雄风》,虞允文,采石矶之战的宋国元帅。,other
《瀚海雄风》,完颜亮,金国皇帝。,other
《瀚海雄风》,李安全,西夏国主。,other
《瀚海雄风》,胡沙虎,金国六盘山守将。,other
《瀚海雄风》,陆游,,other
《瀚海雄风》,史公望,宋国当朝宰相。,other
《瀚海雄风》,达摩,少林寺祖师。,other
《瀚海雄风》,无相神尼,峨嵋派掌门。,other
《瀚海雄风》,玉峰道长,青城派名宿。,other
《瀚海雄风》,顾天樵,阳天雷的三师弟。,other
《瀚海雄风》,马绵常,回龙岭寨主。,other
《瀚海雄风》,丁绍,卢香亭的师弟。,other
《瀚海雄风》,谷若虚,谷啸风之父。,other
《瀚海雄风》,谷啸风,韩佩瑛的未婚夫。,other
《鸣镝风云录》,韩佩瑛,韩大维之女，谷啸风的未婚妻。,main
《鸣镝风云录》,谷啸风,谷若虚之子。,main
《鸣镝风云录》,公孙璞,字去恶，公孙奇与桑青虹之子，耿照之徒。,main
《鸣镝风云录》,宫锦云,宫昭文之女，公孙璞的未婚妻。,main
《鸣镝风云录》,辛龙生,文逸凡的掌门弟子，辛柔荑之侄。,main
《鸣镝风云录》,奚玉瑾,奚玉帆之妹，曾是谷啸风的情侣，辛龙生的挂名妻子。,main
《鸣镝风云录》,孟霆,虎威镖局的总镖头。,other
《鸣镝风云录》,石冲,虎威镖局“四大镖头”之首，副总镖头。,other
《鸣镝风云录》,徐子嘉,“白马银枪”，虎威镖局“四大镖头”排名第二。,other
《鸣镝风云录》,秦幹,虎威镖局“四大镖头”排名第三。,other
《鸣镝风云录》,孙华,虎威镖局“四大镖头”之末。,other
《鸣镝风云录》,张勇,虎威镖局趟子手。,other
《鸣镝风云录》,韩大维,武林隐士，一代宗师，洛阳富豪。,other
《鸣镝风云录》,周凤,奚玉瑾的贴身侍女，周中岳的孙女。,other
《鸣镝风云录》,周中岳,百花谷奚家的管家。,other
《鸣镝风云录》,陆鸿,韩大维家的仆人。,other
《鸣镝风云录》,展一环,韩大维家的仆人。,other
《鸣镝风云录》,奚玉帆,百花谷少谷主。,other
《鸣镝风云录》,兰花,服侍谷啸风的丫头。,other
《鸣镝风云录》,雷飙,“金刀”，金鸡岭大头目。,other
《鸣镝风云录》,杨匡,金鸡岭大头目。,other
《鸣镝风云录》,杜复,金鸡岭大头目。,other
《鸣镝风云录》,鲁大猷,武进名武师。,other
《鸣镝风云录》,上官复,辽国抗金志士，曾是龙象法王的副手。,other
《鸣镝风云录》,楚大鹏,“黄河五霸”之一，长鲸帮帮主。,other
《鸣镝风云录》,洪圻,“独角龙”，“黄河五霸”之一，海砂帮副帮主。,other
《鸣镝风云录》,赖辉,青龙帮首席香主。,other
《鸣镝风云录》,柳清瑶,“蓬莱魔女”，“武林三杰”之一，北五省绿林盟主，金鸡岭寨主，柳元宗之女，公孙隐之徒。,other
《鸣镝风云录》,宫文昭,“三大魔头”之一，黑风岛岛主，柳元甲的首侠。,other
《鸣镝风云录》,耿照,江南大侠，南宋“飞虎军”统制，后辞官。,other
《鸣镝风云录》,刘赶驴,丐帮洛阳分舵舵主。,other
《鸣镝风云录》,索万滔,丐帮洛阳分舵副舵主。,other
《鸣镝风云录》,杨洁梅（侍梅）,辛柔荑的丫鬟，杨大庆之女，后成为邵湘华的未婚妻。,other
《鸣镝风云录》,侍菊,辛柔荑的丫鬟。,other
《鸣镝风云录》,孟天香（七娘）,“雪里红”，“艳罗刹”，三十年前的“武林第一美人”。,other
《鸣镝风云录》,文逸凡,“铁笔书生”，江南武林盟主。,other
《鸣镝风云录》,碧淇,孟天香的丫鬟。,other
《鸣镝风云录》,碧波,孟天香的丫鬟。,other
《鸣镝风云录》,仲少符,当代剑术名家。,other
《鸣镝风云录》,上官宝珠,仲少符之妻，上官复之女。,other
《鸣镝风云录》,蒙厥,紫萝山义军首领。,other
《鸣镝风云录》,王宇庭,太湖七十二家总寨主。,other
《鸣镝风云录》,檀羽冲,“武林天骄”，“武林三杰”之一，全国贝子。,other
《鸣镝风云录》,华谷涵,“笑傲乾坤”，“武林三杰”之一，柳清瑶的丈夫。,other
《鸣镝风云录》,乔松年,,other
《鸣镝风云录》,张弓,宫昭文的仆人。,other
《鸣镝风云录》,厉擒龙,明霞岛岛主。,other
《鸣镝风云录》,厉赛英,厉擒龙之女，后成为奚玉帆之妻。,other
《鸣镝风云录》,白逖,义军为与朝廷合作而派出的调停者。,other
《鸣镝风云录》,严壮,白逖的二弟子。,other
《鸣镝风云录》,龙天香,龙伯岩之女，杨洁梅的金兰姐妹。,other
《鸣镝风云录》,叶天流,“赛华佗”，川中隐侠，名医。,other
《鸣镝风云录》,武玄感,武延春之子，龙天香的未婚夫。,other
《鸣镝风云录》,邵元化,湘西大侠，曾是虞允文的部下。,other
《鸣镝风云录》,邵湘华,邵元化的养子，石棱之子。,other
《鸣镝风云录》,邵湘瑶,邵元化之女。,other
《鸣镝风云录》,石棱（一瓢）,江湖游侠，曾是中牟县武师。,other
《鸣镝风云录》,高小红,丘抗之徒，邵元化的小老婆。,other
《鸣镝风云录》,焦奕,丐帮八袋弟子。,other
《鸣镝风云录》,蒙得志,苗疆峒主。,other
《鸣镝风云录》,蒙赛花,蒙得志的三女儿，辛柔荑的干女儿。,other
《鸣镝风云录》,张大颠,,other
《鸣镝风云录》,任红绡,任天吾之女，谷啸风的表妹。,other
《鸣镝风云录》,车卫,隐居二十多年介乎正邪间的武学宗师。,other
《鸣镝风云录》,车淇,车卫之女，后成为辛龙生之妻。,other
《鸣镝风云录》,春兰,扬州知府夫人的丫头。,other
《鸣镝风云录》,申子驹,无锡米铺老板，义军头目。,other
《鸣镝风云录》,刘湛,苏州绸缎行老板，义军头目。,other
《鸣镝风云录》,韩成德,太湖七十二家寨主之一。,other
《鸣镝风云录》,丘大鸣,道号一鸣，黑道成名人物。,other
《鸣镝风云录》,邓百京,法号百悔，黑道成名人物。,other
《鸣镝风云录》,周应,王宇庭水寨的头目。,other
《鸣镝风云录》,赵赶驴,王宇庭水寨的小头目。,other
《鸣镝风云录》,张石痴,张大颠之徒。,other
《鸣镝风云录》,丁厚,长鲸帮副帮主。,other
《鸣镝风云录》,丁实,长鲸帮在大都卧底的香主，鸿福绸缎店老板。,other
《鸣镝风云录》,李中柱,檀羽冲之徒，任红绡的儿时玩伴。,other
《鸣镝风云录》,赵斌,大都名武师，虎威镖局的新东主。,other
《鸣镝风云录》,梅锷,梅花拳的掌门。,other
《鸣镝风云录》,赵武仲,赵斌之子，孟霆的三弟子。,other
《鸣镝风云录》,归伯奎,孟霆的大弟子。,other
《鸣镝风云录》,马如龙,大都镖行领袖。,other
《鸣镝风云录》,邓山君,大都镖行领袖。,other
《鸣镝风云录》,孟铸,孟霆的长子。,other
《鸣镝风云录》,孟印,孟霆的次子。,other
《鸣镝风云录》,何仲容（健行）,孟霆之友。,other
《鸣镝风云录》,何令威,何仲容之子，武士敦之徒。,other
《鸣镝风云录》,武士敦,前任丐帮帮主。,other
《鸣镝风云录》,陆昆仑,丐帮帮主。,other
《鸣镝风云录》,刘鸿,鸿福绸缎行的二掌柜。,other
《鸣镝风云录》,班建侯,完颜长之的王府总管。,other
《鸣镝风云录》,麻里哈,金国司礼太监。,other
《鸣镝风云录》,安陀生,为义军输送药材的老板。,other
《鸣镝风云录》,罗雨峰,海砂帮帮主。,other
《鸣镝风云录》,赵一行,屠剑豪之徒，后成为奚玉瑾的未婚夫。,other
《鸣镝风云录》,屠凤,琅玡山寨主，屠剑豪之女，石璞之妻。,other
《鸣镝风云录》,石璞,屠剑豪的二弟子。,other
《鸣镝风云录》,王百淳,“赛华佗”，苏州有名的国手。,other
《鸣镝风云录》,三，反派人物,,other
《鸣镝风云录》,程彪,“老狼”，淮北大盗，老狼窝的瓢把子，后投靠完颜豪。,other
《鸣镝风云录》,程浩,“青狼”，程彪的长子。,other
《鸣镝风云录》,程挺,“黄狼”，程彪的次子。,other
《鸣镝风云录》,程苏,“黑狼”，程彪的三子。,other
《鸣镝风云录》,程玉,“白狼”，程彪的四子。,other
《鸣镝风云录》,安达,“野狐”，江淮一带的采花贼，后投靠完颜豪。,other
《鸣镝风云录》,朱九穆,“三大魔头”之一。,other
《鸣镝风云录》,任天吾,侠义道中的伪君子，谷啸风之舅。,other
《鸣镝风云录》,管昆吾,“左臂刀王”，独脚大盗，后成为岳良骏的手下。,other
《鸣镝风云录》,邓铿,江南黑道的著名人物，后成为韩侂胄的教师爷。,other
《鸣镝风云录》,蒙铣,江南黑道的著名人物，后成为韩侂胄的教师爷。,other
《鸣镝风云录》,龙象（尊胜）法王,蒙古国师。,other
《鸣镝风云录》,西门牧野,“三大魔头”之一，关东武林盟主。,other
《鸣镝风云录》,濮阳坚,西门牧野的首徒。,other
《鸣镝风云录》,包灵,妙手神盗，完颜长之的手下。,other
《鸣镝风云录》,辛柔荑（十四姑）,“辣手仙姝”，“天下第一使毒高手”，孟天香的表姐。,other
《鸣镝风云录》,余化龙,任天吾的首徒，后成为金国御林军官。,other
《鸣镝风云录》,郑友宝,西门牧野的二弟子。,other
《鸣镝风云录》,祝大由,大名府祝家庄少庄主。,other
《鸣镝风云录》,言秉钧,,other
《鸣镝风云录》,齐岱,“崆峒三英”之首，“崆峒二奇”之徒。,other
《鸣镝风云录》,齐泰,“崆峒三英”之一，“崆峒二奇”之徒。,other
《鸣镝风云录》,齐岳,“崆峒三英”之末，“崆峒二奇”之徒。,other
《鸣镝风云录》,毕鲁花,蒙古“金帐武士”之一，神箭手。,other
《鸣镝风云录》,史天泽,“黑道第一高手”，长江水寇首领。,other
《鸣镝风云录》,乌蒙,龙象法王的大弟子，蒙古“金帐武士”排名第二。,other
《鸣镝风云录》,宇文化及,龙象法王的三弟子,other
《鸣镝风云录》,鲁莫,蒙古“金帐武士”之一。,other
《鸣镝风云录》,思罕,蒙古“金帐武士”之一。,other
《鸣镝风云录》,沙衍流,少林寺叛徒，完颜长之的手下。,other
《鸣镝风云录》,金发,金狮谷舵主。,other
《鸣镝风云录》,娄人俊,饮马川舵主。,other
《鸣镝风云录》,陷空道人,祝大由的师叔。,other
《鸣镝风云录》,乔拓疆,东海海盗，高杰的师兄。,other
《鸣镝风云录》,钟无霸,乔拓疆的副手。,other
《鸣镝风云录》,史宏,韩侂胄的护院。,other
《鸣镝风云录》,韩希舜,韩侂胄的次子。,other
《鸣镝风云录》,完颜长之,金国皇叔兼御林军统领。,other
《鸣镝风云录》,安童,韩希舜的书童。,other
《鸣镝风云录》,于鲲,长鲸帮副帮主。,other
《鸣镝风云录》,完颜豪,完颜长之之子。,other
《鸣镝风云录》,西门柱石,完颜豪的心腹手下，西门牧野之侄。,other
《鸣镝风云录》,独孤行,完颜豪的心腹手下。,other
《鸣镝风云录》,无妄大师,金国国师，完颜长之的师兄。,other
《鸣镝风云录》,翦长春,金国御林军副统领。,other
《鸣镝风云录》,金七,强盗头子。,other
《鸣镝风云录》,韩老大,跳虎涧寨主。,other
《鸣镝风云录》,岳良骏,扬州知府。,other
《鸣镝风云录》,宇文冲,梅文玉的表哥。,other
《鸣镝风云录》,巴天福,黑道大盗。,other
《鸣镝风云录》,韩天寿,巴天福的师弟。,other
《鸣镝风云录》,金光灿,“金国第一剑术高手”，金国御林军军官。,other
《鸣镝风云录》,拓跋图,蒙古第二高手。,other
《鸣镝风云录》,韩五,完颜长之的手下，无极道长之徒。,other
《鸣镝风云录》,四、提到人物,,other
《鸣镝风云录》,姜白石,南宋词人。,other
《鸣镝风云录》,谷若虚,扬州大侠。,other
《鸣镝风云录》,无相神尼,,other
《鸣镝风云录》,奚璞,奚玉帆、奚玉瑾之父。,other
《鸣镝风云录》,韩世忠,宋国抗金将领。,other
《鸣镝风云录》,青灵师太,,other
《鸣镝风云录》,刘昆,丐帮洛阳分舵香主。,other
《鸣镝风云录》,吴文英,号梦窗，南宋词人。,other
《鸣镝风云录》,冯深,吴文英之友。,other
《鸣镝风云录》,刘坚武,海砂帮帮主。,other
《鸣镝风云录》,公孙奇,“天下第一邪派高手”，二十多年前桑家堡堡主，公孙隐之子。,other
《鸣镝风云录》,柳元甲,柳清瑶的叔父。,other
《鸣镝风云录》,碧玉,孟天香的丫鬟。,other
《鸣镝风云录》,碧钗,孟天香的丫鬟。,other
《鸣镝风云录》,桑青虹,公孙奇之妻。,other
《鸣镝风云录》,明明大师,当世顶尖的武学大师。,other
《鸣镝风云录》,柳元宗,“天下第一神医”，当世顶尖的武学大师。,other
《鸣镝风云录》,公孙隐,当世顶尖的武学大师。,other
《鸣镝风云录》,桑白虹,公孙奇的第一任妻子，桑青虹之姐。,other
《鸣镝风云录》,金超岳,前任金国国师。,other
《鸣镝风云录》,金鼎娘,金超岳之女，宫昭文之妻。,other
《鸣镝风云录》,邓灵官,冀北独脚大盗。,other
《鸣镝风云录》,桑见田,昔年一代武学大师，桑白虹、桑青虹之父。,other
《鸣镝风云录》,张孝祥,号于湖，南宋词人、状元。,other
《鸣镝风云录》,秦桧,南宋宰相，金国奸细。,other
《鸣镝风云录》,米芾,画家。,other
《鸣镝风云录》,侍剑,,other
《鸣镝风云录》,蒙天庇,“崆峒二奇”之一。,other
《鸣镝风云录》,蒙天护,“崆峒二奇”之一。,other
《鸣镝风云录》,窝阔台,蒙古大汗，成吉思汗的三子。,other
《鸣镝风云录》,完颜亮,全国皇帝。,other
《鸣镝风云录》,张宣,南宋沔州统制。,other
《鸣镝风云录》,阔瑞,拖雷手下大将。,other
《鸣镝风云录》,拖雷,蒙古元帅。,other
《鸣镝风云录》,耶律勇,辽国御林军统领。,other
《鸣镝风云录》,耶律元宜,祁连山义军首领，耶律勇之子。,other
《鸣镝风云录》,赫连清云,檀羽冲之妻。,other
《鸣镝风云录》,赫连清霞,耶律元宜之妻，赫连清云之妹。,other
《鸣镝风云录》,苏东坡,,other
《鸣镝风云录》,欧阳修,北宋一代文宗、贤臣。,other
《鸣镝风云录》,岳飞,抗金名将。,other
《鸣镝风云录》,韩侂胄,南宋宰相。,other
《鸣镝风云录》,韩光锐,王宇庭的副总寨主。,other
《鸣镝风云录》,赵构,宋高宗。,other
《鸣镝风云录》,杨么,太湖抗金义军首领。,other
《鸣镝风云录》,岑坚,王宇庭手下大头目，白逖的大弟子。,other
《鸣镝风云录》,王安石,北宋名臣。,other
《鸣镝风云录》,龙伯岩,福建龙岩的武林侠隐，杨大庆的邻居。,other
《鸣镝风云录》,张俊,宋国统制。,other
《鸣镝风云录》,武延春,湘西武学名家。,other
《鸣镝风云录》,杨大庆,郑州镖局的总镖头。,other
《鸣镝风云录》,丘抗,蛇岛岛主，厉擒龙的师兄。,other
《鸣镝风云录》,高鹞,百年前的武林人物，后成为宋国太监。,other
《鸣镝风云录》,史弥远,宋国宰相。,other
《鸣镝风云录》,高杰,高鹞之侄，高小红之父。,other
《鸣镝风云录》,王三,石棱家的仆人。,other
《鸣镝风云录》,蒙赛玉,蒙得志的长女。,other
《鸣镝风云录》,蒙赛月,蒙得志的次女。,other
《鸣镝风云录》,金兀术,,other
《鸣镝风云录》,牛皋,太行山义军首领。,other
《鸣镝风云录》,李二拐,下三滥的小贼。,other
《鸣镝风云录》,梅剑豪,大盗。,other
《鸣镝风云录》,梅（岳）文玉,梅剑豪的外孙女，车卫之妻。,other
《鸣镝风云录》,冬梅,服侍任红绡的婢女。,other
《鸣镝风云录》,耿电,耿照之子。,other
《鸣镝风云录》,尚昆阳,武士敦之师。,other
《鸣镝风云录》,云紫烟,武士敦之妻。,other
《鸣镝风云录》,完颜雍,金国皇帝，完颜亮的堂弟。,other
《鸣镝风云录》,檀世英,檀羽冲的族弟。,other
《鸣镝风云录》,杨雁声,耿照外祖父之徒。,other
《鸣镝风云录》,呼延化,金国御林军军官，“龙形一字剑”的掌门。,other
《鸣镝风云录》,司空涛,金国御林军军官，呼延化的师弟。,other
《鸣镝风云录》,大智禅师,少林寺十八罗汉之首。,other
《鸣镝风云录》,晦明上人,少林寺方丈。,other
《鸣镝风云录》,无极道长,崆峒派掌门。,other
《鸣镝风云录》,刘正杰,保定五虎断门刀的掌门。,other
《鸣镝风云录》,刘毅夫,刘正杰之侄，周凤的未婚夫。,other
《鸣镝风云录》,王福,百花谷奚家的花匠。,other
《鸣镝风云录》,屠剑豪,“冀北人魔”，“屠百城”，一代豪侠。,other
《鸣镝风云录》,屠龙,屠剑豪之子。,other
《鸣镝风云录》,风天扬,屠剑豪的关门弟子。,other
《鸣镝风云录》,韩鹏,“快马”，辽东牧场主，韩五之父，屠剑豪之友。,other
《鸣镝风云录》,李思南,武林盟主。,other
《鸣镝风云录》,秦少游,,other
《还剑奇情录》,陈玄机,云舞阳与陈雪梅之子。,main
《还剑奇情录》,云素素,云舞阳与牟宝珠之女，陈玄机之妹。,main
《还剑奇情录》,上官天野,武当派新任掌门人，牟一粟之徒，后拜毕凌风为师。,main
《还剑奇情录》,云舞阳,当今“天下第一剑客”，曾是张士诚最亲近的武士之一，“龙虎凤”三杰中的“凤”。,main
《还剑奇情录》,萧韵兰,萧冠英之女。,other
《还剑奇情录》,石天铎,张士诚最亲近的武士之一，“龙虎凤”三杰中的“虎”。,other
《还剑奇情录》,智圆,“武当五老”之一，武当派主持。,other
《还剑奇情录》,智弘,“武当五老”之一，武当派监寺。,other
《还剑奇情录》,智广,“武当五老”之一，武当派达摩院首座。,other
《还剑奇情录》,周桐,“武当五老”之一，武当北派名宿。,other
《还剑奇情录》,谷钟,“阴间秀才”，“武当五老”之一，武当南派名宿，牟独逸的首徒。,other
《还剑奇情录》,七修道人,张士诚最尊崇的客卿之一，“僧丐道”三奇士中的“道”。,other
《还剑奇情录》,蒲坚,张士诚帐下的武士。,other
《还剑奇情录》,牟宝珠,云舞阳之妻，牟独逸之女。,other
《还剑奇情录》,陈雪梅,云舞阳的前妻，陈定方之女。,other
《还剑奇情录》,毕凌风,“半残神丐”，“玉面丐侠”，绿林大盗，毕凌虚之弟。,other
《还剑奇情录》,褚英,“勾魂双煞”之一，绿林大盗，萧冠英的手下。,other
《还剑奇情录》,褚霸,“勾魂双煞”之一，绿林大盗，萧冠英的手下，褚英的孪生弟弟。,other
《还剑奇情录》,常山龙,山东剧盗，萧冠英的手下。,other
《还剑奇情录》,公冶良,山东剧盗，萧冠英的手下。,other
《还剑奇情录》,萧冠英,北五省绿林领袖，飞龙帮帮主，陈定方的记名弟子。,other
《还剑奇情录》,三，反派人物,,other
《还剑奇情录》,罗金锋,“大内第一高手”，锦衣卫总指挥。,other
《还剑奇情录》,太玄道人,原陈友谅帐下第一高手，后成为朱元璋的锦衣卫总教头。,other
《还剑奇情录》,阳超谷,峨嵋派剑客，大内高手。,other
《还剑奇情录》,桑令狐,大内高手，暗器好手。,other
《还剑奇情录》,四、提到人物,,other
《还剑奇情录》,陈友谅,大汉皇帝。,other
